price,vol,time
4.28,7131,09:31
4.3,3920,09:32
4.31,3661,09:33
4.3,3484,09:34
4.29,4323,09:35
4.27,3787,09:36
4.27,2070,09:37
4.28,4561,09:38
4.27,2631,09:39
4.28,4385,09:40
4.29,4138,09:41
4.3,4448,09:42
4.29,1705,09:43
4.27,1220,09:44
4.27,402,09:45
4.27,939,09:46
4.27,3595,09:47
4.27,4740,09:48
4.27,986,09:49
4.26,2047,09:50
4.26,1639,09:51
4.27,1504,09:52
4.28,423,09:53
4.27,2300,09:54
4.27,1195,09:55
4.26,384,09:56
4.26,1481,09:57
4.25,1742,09:58
4.25,306,09:59
4.24,3468,10:00
4.24,2175,10:01
4.24,863,10:02
4.23,1797,10:03
4.25,3160,10:04
4.25,444,10:05
4.25,343,10:06
4.25,254,10:07
4.24,1769,10:08
4.23,1453,10:09
4.23,1269,10:10
4.23,1353,10:11
4.23,117,10:12
4.24,595,10:13
4.23,318,10:14
4.23,699,10:15
4.22,1463,10:16
4.23,1059,10:17
4.22,448,10:18
4.23,825,10:19
4.23,124,10:20
4.23,146,10:21
4.23,2343,10:22
4.22,299,10:23
4.23,683,10:24
4.23,521,10:25
4.22,2517,10:26
4.22,345,10:27
4.22,275,10:28
4.22,2562,10:29
4.22,122,10:30
4.23,165,10:31
4.23,68,10:32
4.22,818,10:33
4.21,205,10:34
4.21,13,10:35
4.21,72,10:36
4.21,80,10:37
4.22,315,10:38
4.21,1022,10:39
4.22,699,10:40
4.21,501,10:41
4.21,1066,10:42
4.21,323,10:43
4.21,1520,10:44
4.21,1341,10:45
4.21,354,10:46
4.2,234,10:47
4.2,2717,10:48
4.2,1988,10:49
4.2,255,10:50
4.2,233,10:51
4.21,180,10:52
4.21,479,10:53
4.21,669,10:54
4.21,330,10:55
4.2,113,10:56
4.21,218,10:57
4.22,374,10:58
4.21,220,10:59
4.22,160,11:00
4.22,140,11:01
4.21,24,11:02
4.21,135,11:03
4.22,147,11:04
4.22,1129,11:05
4.22,333,11:06
4.22,312,11:07
4.21,1617,11:08
4.21,695,11:09
4.21,329,11:10
4.21,921,11:11
4.21,250,11:12
4.2,178,11:13
4.2,494,11:14
4.21,60,11:15
4.2,1354,11:16
4.2,666,11:17
4.2,198,11:18
4.18,3936,11:19
4.2,3210,11:20
4.2,422,11:21
4.21,63,11:22
4.21,37,11:23
4.21,311,11:24
4.2,263,11:25
4.2,117,11:26
4.21,437,11:27
4.21,9,11:28
4.2,110,11:29
4.22,1753,11:30
4.22,1766,13:01
4.22,359,13:02
4.22,394,13:03
4.22,386,13:04
4.22,591,13:05
4.22,5,13:06
4.21,3376,13:07
4.22,479,13:08
4.22,5,13:09
4.22,445,13:10
4.22,85,13:11
4.22,221,13:12
4.21,145,13:13
4.22,6,13:14
4.22,94,13:15
4.22,114,13:16
4.21,199,13:17
4.21,607,13:18
4.22,70,13:19
4.22,69,13:20
4.2,985,13:21
4.21,317,13:22
4.21,214,13:23
4.2,136,13:24
4.2,1764,13:25
4.21,34,13:26
4.2,56,13:27
4.2,319,13:28
4.21,973,13:29
4.2,735,13:30
4.2,392,13:31
4.21,357,13:32
4.2,1427,13:33
4.2,491,13:34
4.2,2184,13:35
4.2,137,13:36
4.2,21,13:37
4.2,79,13:38
4.2,46,13:39
4.22,2989,13:40
4.21,104,13:41
4.21,620,13:42
4.2,278,13:43
4.2,348,13:44
4.21,393,13:45
4.2,956,13:46
4.19,331,13:47
4.2,486,13:48
4.2,299,13:49
4.19,87,13:50
4.2,1504,13:51
4.18,6358,13:52
4.19,1255,13:53
4.19,655,13:54
4.19,406,13:55
4.2,446,13:56
4.19,798,13:57
4.2,101,13:58
4.19,229,13:59
4.19,287,14:00
4.19,1383,14:01
4.18,1537,14:02
4.18,984,14:03
4.18,105,14:04
4.18,712,14:05
4.19,250,14:06
4.18,263,14:07
4.19,35,14:08
4.18,658,14:09
4.19,703,14:10
4.19,597,14:11
4.19,91,14:12
4.19,21,14:13
4.19,616,14:14
4.18,1383,14:15
4.18,1530,14:16
4.17,3497,14:17
4.18,1016,14:18
4.18,916,14:19
4.17,1119,14:20
4.17,395,14:21
4.17,241,14:22
4.17,773,14:23
4.17,472,14:24
4.16,2751,14:25
4.16,1669,14:26
4.17,197,14:27
4.17,756,14:28
4.16,257,14:29
4.16,1047,14:30
4.16,557,14:31
4.16,116,14:32
4.16,1581,14:33
4.17,866,14:34
4.17,2343,14:35
4.17,347,14:36
4.17,404,14:37
4.17,215,14:38
4.17,166,14:39
4.16,29,14:40
4.18,1111,14:41
4.17,489,14:42
4.17,648,14:43
4.16,117,14:44
4.17,104,14:45
4.15,4662,14:46
4.15,1285,14:47
4.15,1666,14:48
4.15,2307,14:49
4.15,730,14:50
4.15,794,14:51
4.15,1195,14:52
4.13,3837,14:53
4.14,1260,14:54
4.14,270,14:55
4.14,1767,14:56
4.14,1812,14:57
4.14,0,14:58
4.14,0,14:59
4.14,2482,15:00
