price,vol,time
17.12,539,09:31
17.15,306,09:32
17.12,114,09:33
17.07,165,09:34
17.06,84,09:35
17.08,104,09:36
17.08,62,09:37
17.08,76,09:38
17.07,98,09:39
17.05,528,09:40
17.11,193,09:41
17.11,72,09:42
17.08,109,09:43
17.06,29,09:44
17.08,12,09:45
17.05,71,09:46
17.05,27,09:47
17.03,14,09:48
16.98,247,09:49
17.02,1151,09:50
17.03,1563,09:51
17.03,68,09:52
17.02,80,09:53
17.02,72,09:54
16.99,75,09:55
16.99,135,09:56
16.96,124,09:57
16.95,94,09:58
16.95,147,09:59
16.95,9,10:00
16.97,6,10:01
16.96,21,10:02
16.95,3,10:03
16.95,297,10:04
16.95,42,10:05
16.96,174,10:06
16.96,34,10:07
16.92,98,10:08
16.9,210,10:09
16.91,484,10:10
16.94,211,10:11
16.89,98,10:12
16.95,253,10:13
16.95,7,10:14
16.87,160,10:15
16.89,157,10:16
16.92,71,10:17
16.92,151,10:18
16.93,26,10:19
16.98,79,10:20
16.97,17,10:21
16.97,248,10:22
17.0,57,10:23
16.99,21,10:24
16.99,7,10:25
16.95,75,10:26
16.93,127,10:27
16.96,10,10:28
16.95,32,10:29
16.93,36,10:30
16.9,209,10:31
16.92,34,10:32
16.92,74,10:33
16.93,41,10:34
16.96,3,10:35
16.94,39,10:36
16.91,22,10:37
16.91,108,10:38
16.9,100,10:39
16.91,18,10:40
16.9,16,10:41
16.88,51,10:42
16.88,372,10:43
16.88,86,10:44
16.9,96,10:45
16.9,26,10:46
16.9,4,10:47
16.91,88,10:48
16.91,23,10:49
16.89,57,10:50
16.88,511,10:51
16.85,55,10:52
16.86,489,10:53
16.85,77,10:54
16.84,34,10:55
16.83,247,10:56
16.81,209,10:57
16.8,240,10:58
16.85,425,10:59
16.88,91,11:00
16.85,280,11:01
16.85,67,11:02
16.85,45,11:03
16.82,123,11:04
16.82,470,11:05
16.83,156,11:06
16.85,876,11:07
16.86,13,11:08
16.86,32,11:09
16.85,10,11:10
16.85,11,11:11
16.86,115,11:12
16.86,59,11:13
16.87,173,11:14
16.86,12,11:15
16.87,63,11:16
16.89,84,11:17
16.9,42,11:18
16.9,28,11:19
16.9,22,11:20
16.9,24,11:21
16.89,25,11:22
16.94,35,11:23
16.93,26,11:24
16.92,26,11:25
16.92,42,11:26
16.91,40,11:27
16.92,57,11:28
16.93,4,11:29
16.93,30,11:30
16.91,291,13:01
16.88,149,13:02
16.92,63,13:03
16.9,36,13:04
16.92,71,13:05
16.94,79,13:06
16.9,78,13:07
16.9,106,13:08
16.9,8,13:09
16.89,57,13:10
16.88,71,13:11
16.88,0,13:12
16.88,0,13:13
16.89,7,13:14
16.88,16,13:15
16.89,41,13:16
16.88,19,13:17
16.89,9,13:18
16.9,21,13:19
16.89,327,13:20
16.89,3,13:21
16.87,102,13:22
16.86,87,13:23
16.85,166,13:24
16.83,211,13:25
16.85,101,13:26
16.85,45,13:27
16.85,29,13:28
16.83,54,13:29
16.82,248,13:30
16.82,166,13:31
16.87,21,13:32
16.88,85,13:33
16.87,20,13:34
16.85,87,13:35
16.88,21,13:36
16.88,181,13:37
16.88,23,13:38
16.87,9,13:39
16.89,21,13:40
16.89,9,13:41
16.89,26,13:42
16.9,34,13:43
16.91,24,13:44
16.94,35,13:45
16.91,74,13:46
16.92,196,13:47
16.92,8,13:48
16.92,9,13:49
16.92,44,13:50
16.9,72,13:51
16.9,10,13:52
16.89,32,13:53
16.9,43,13:54
16.9,4,13:55
16.9,17,13:56
16.9,4,13:57
16.89,2,13:58
16.89,18,13:59
16.9,45,14:00
16.9,21,14:01
16.91,3,14:02
16.9,16,14:03
16.88,13,14:04
16.88,27,14:05
16.87,63,14:06
16.87,77,14:07
16.86,14,14:08
16.88,39,14:09
16.88,1,14:10
16.88,21,14:11
16.86,78,14:12
16.87,124,14:13
16.86,11,14:14
16.86,1,14:15
16.86,11,14:16
16.86,33,14:17
16.87,30,14:18
16.87,152,14:19
16.87,76,14:20
16.87,67,14:21
16.86,48,14:22
16.85,8,14:23
16.85,6,14:24
16.85,6,14:25
16.86,167,14:26
16.87,121,14:27
16.87,20,14:28
16.88,58,14:29
16.87,44,14:30
16.86,79,14:31
16.84,75,14:32
16.84,27,14:33
16.85,110,14:34
16.87,277,14:35
16.87,214,14:36
16.9,230,14:37
16.89,217,14:38
16.93,182,14:39
16.95,26,14:40
16.91,228,14:41
16.98,525,14:42
16.98,506,14:43
16.97,104,14:44
17.0,195,14:45
16.98,306,14:46
16.98,255,14:47
17.0,63,14:48
16.98,420,14:49
17.0,52,14:50
16.99,266,14:51
16.97,72,14:52
16.98,40,14:53
16.93,161,14:54
16.98,207,14:55
16.94,190,14:56
16.98,209,14:57
16.98,0,14:58
16.98,0,14:59
16.99,434,15:00
