price,vol,time
18.54,132,09:31
18.58,125,09:32
18.54,36,09:33
18.45,89,09:34
18.45,15,09:35
18.43,39,09:36
18.5,35,09:37
18.45,54,09:38
18.43,21,09:39
18.46,6,09:40
18.44,44,09:41
18.46,112,09:42
18.45,37,09:43
18.4,204,09:44
18.37,68,09:45
18.36,207,09:46
18.37,32,09:47
18.37,5,09:48
18.45,98,09:49
18.42,31,09:50
18.45,41,09:51
18.45,24,09:52
18.52,69,09:53
18.54,115,09:54
18.59,52,09:55
18.55,14,09:56
18.59,54,09:57
18.58,28,09:58
18.57,18,09:59
18.63,25,10:00
18.59,43,10:01
18.58,21,10:02
18.58,54,10:03
18.58,88,10:04
18.59,77,10:05
18.57,47,10:06
18.6,84,10:07
18.67,170,10:08
18.71,207,10:09
18.7,175,10:10
18.72,129,10:11
18.68,36,10:12
18.7,45,10:13
18.72,296,10:14
18.73,20,10:15
18.65,48,10:16
18.66,91,10:17
18.66,22,10:18
18.71,60,10:19
18.7,58,10:20
18.71,70,10:21
18.73,51,10:22
18.75,102,10:23
18.76,104,10:24
18.76,7,10:25
18.76,33,10:26
18.76,22,10:27
18.74,62,10:28
18.73,89,10:29
18.73,37,10:30
18.77,214,10:31
18.79,40,10:32
18.77,24,10:33
18.79,22,10:34
18.78,523,10:35
18.79,26,10:36
18.75,5,10:37
18.75,0,10:38
18.78,56,10:39
18.78,2,10:40
18.76,12,10:41
18.76,4,10:42
18.76,3,10:43
18.76,1,10:44
18.79,128,10:45
18.8,240,10:46
18.83,202,10:47
18.82,28,10:48
18.82,13,10:49
18.81,43,10:50
18.81,32,10:51
18.84,28,10:52
18.82,61,10:53
18.82,11,10:54
18.82,7,10:55
18.85,198,10:56
18.86,43,10:57
18.86,23,10:58
18.83,57,10:59
18.86,78,11:00
18.81,474,11:01
18.84,18,11:02
18.83,17,11:03
18.82,11,11:04
18.8,46,11:05
18.8,12,11:06
18.81,8,11:07
18.83,33,11:08
18.81,4,11:09
18.81,5,11:10
18.82,4,11:11
18.82,41,11:12
18.82,4,11:13
18.83,43,11:14
18.83,1,11:15
18.83,33,11:16
18.84,14,11:17
18.82,92,11:18
18.86,177,11:19
18.89,393,11:20
18.86,45,11:21
18.92,1,11:22
18.9,17,11:23
18.92,3,11:24
18.91,4,11:25
18.91,7,11:26
18.91,3,11:27
18.91,24,11:28
18.93,41,11:29
18.93,0,11:30
18.89,223,13:01
18.88,7,13:02
18.89,3,13:03
18.91,4,13:04
18.89,2,13:05
18.87,30,13:06
18.87,54,13:07
18.88,12,13:08
18.88,12,13:09
18.88,7,13:10
18.88,1,13:11
18.86,20,13:12
18.85,55,13:13
18.84,11,13:14
18.84,11,13:15
18.83,37,13:16
18.83,0,13:17
18.83,2,13:18
18.82,2,13:19
18.8,8,13:20
18.8,23,13:21
18.78,8,13:22
18.78,15,13:23
18.78,5,13:24
18.77,52,13:25
18.74,29,13:26
18.74,48,13:27
18.74,12,13:28
18.75,15,13:29
18.75,31,13:30
18.76,12,13:31
18.76,5,13:32
18.74,11,13:33
18.74,2,13:34
18.74,2,13:35
18.74,2,13:36
18.74,5,13:37
18.74,9,13:38
18.74,0,13:39
18.73,92,13:40
18.71,60,13:41
18.74,14,13:42
18.74,0,13:43
18.74,0,13:44
18.74,0,13:45
18.74,3,13:46
18.75,18,13:47
18.75,9,13:48
18.75,4,13:49
18.75,4,13:50
18.75,41,13:51
18.76,18,13:52
18.76,12,13:53
18.8,130,13:54
18.78,2,13:55
18.82,23,13:56
18.79,7,13:57
18.79,2,13:58
18.79,0,13:59
18.8,10,14:00
18.81,2,14:01
18.81,6,14:02
18.78,14,14:03
18.77,51,14:04
18.77,0,14:05
18.77,1,14:06
18.77,0,14:07
18.76,1,14:08
18.75,17,14:09
18.76,2,14:10
18.76,0,14:11
18.76,0,14:12
18.74,7,14:13
18.73,13,14:14
18.73,0,14:15
18.75,116,14:16
18.75,3,14:17
18.75,6,14:18
18.74,5,14:19
18.74,0,14:20
18.75,10,14:21
18.75,4,14:22
18.75,12,14:23
18.75,0,14:24
18.74,8,14:25
18.74,39,14:26
18.74,0,14:27
18.74,0,14:28
18.75,51,14:29
18.75,5,14:30
18.75,35,14:31
18.75,38,14:32
18.75,0,14:33
18.76,1,14:34
18.79,4,14:35
18.77,3,14:36
18.77,1,14:37
18.79,35,14:38
18.8,7,14:39
18.78,6,14:40
18.78,7,14:41
18.78,24,14:42
18.78,9,14:43
18.78,15,14:44
18.78,6,14:45
18.8,38,14:46
18.8,30,14:47
18.8,28,14:48
18.78,70,14:49
18.78,101,14:50
18.79,18,14:51
18.79,11,14:52
18.79,62,14:53
18.79,14,14:54
18.78,51,14:55
18.78,61,14:56
18.79,57,14:57
18.79,0,14:58
18.79,0,14:59
18.77,60,15:00
