price,vol,time
8.13,194,09:31
8.27,229,09:32
8.19,411,09:33
8.28,195,09:34
8.36,645,09:35
8.37,348,09:36
8.38,134,09:37
8.39,200,09:38
8.37,210,09:39
8.36,174,09:40
8.35,383,09:41
8.37,82,09:42
8.33,18,09:43
8.37,106,09:44
8.4,113,09:45
8.4,141,09:46
8.38,147,09:47
8.38,39,09:48
8.37,148,09:49
8.38,18,09:50
8.38,25,09:51
8.38,30,09:52
8.36,73,09:53
8.36,12,09:54
8.33,83,09:55
8.35,2,09:56
8.36,63,09:57
8.36,0,09:58
8.37,10,09:59
8.36,109,10:00
8.37,31,10:01
8.36,57,10:02
8.36,2,10:03
8.35,38,10:04
8.34,6,10:05
8.35,4,10:06
8.36,61,10:07
8.38,120,10:08
8.4,60,10:09
8.38,23,10:10
8.4,6,10:11
8.39,1,10:12
8.4,1,10:13
8.38,12,10:14
8.39,5,10:15
8.39,5,10:16
8.38,100,10:17
8.4,14,10:18
8.4,12,10:19
8.39,29,10:20
8.39,11,10:21
8.38,58,10:22
8.37,52,10:23
8.37,11,10:24
8.36,74,10:25
8.36,5,10:26
8.35,29,10:27
8.34,147,10:28
8.31,123,10:29
8.35,4,10:30
8.33,65,10:31
8.33,17,10:32
8.34,62,10:33
8.36,6,10:34
8.36,48,10:35
8.38,184,10:36
8.39,83,10:37
8.38,8,10:38
8.38,16,10:39
8.37,24,10:40
8.37,50,10:41
8.36,1,10:42
8.35,22,10:43
8.35,18,10:44
8.34,2,10:45
8.34,0,10:46
8.34,4,10:47
8.35,4,10:48
8.35,0,10:49
8.34,39,10:50
8.33,2,10:51
8.36,561,10:52
8.37,20,10:53
8.37,80,10:54
8.4,407,10:55
8.38,40,10:56
8.38,42,10:57
8.38,185,10:58
8.38,5,10:59
8.39,12,11:00
8.37,5,11:01
8.38,17,11:02
8.36,157,11:03
8.36,48,11:04
8.35,34,11:05
8.36,2,11:06
8.35,51,11:07
8.36,102,11:08
8.36,52,11:09
8.36,2,11:10
8.36,46,11:11
8.36,0,11:12
8.36,16,11:13
8.35,97,11:14
8.35,0,11:15
8.35,0,11:16
8.33,6,11:17
8.31,24,11:18
8.31,16,11:19
8.3,71,11:20
8.3,154,11:21
8.3,72,11:22
8.3,136,11:23
8.31,3,11:24
8.34,59,11:25
8.34,0,11:26
8.34,0,11:27
8.34,0,11:28
8.32,25,11:29
8.34,38,11:30
8.33,21,13:01
8.35,23,13:02
8.33,6,13:03
8.35,17,13:04
8.36,1,13:05
8.36,41,13:06
8.35,14,13:07
8.34,27,13:08
8.35,65,13:09
8.35,5,13:10
8.34,11,13:11
8.33,42,13:12
8.35,1,13:13
8.32,2,13:14
8.33,93,13:15
8.33,6,13:16
8.32,7,13:17
8.33,27,13:18
8.32,103,13:19
8.32,177,13:20
8.31,9,13:21
8.3,72,13:22
8.3,40,13:23
8.31,38,13:24
8.3,12,13:25
8.3,78,13:26
8.3,47,13:27
8.3,24,13:28
8.31,151,13:29
8.3,8,13:30
8.3,9,13:31
8.26,19,13:32
8.26,20,13:33
8.28,128,13:34
8.28,5,13:35
8.28,12,13:36
8.28,46,13:37
8.28,0,13:38
8.29,8,13:39
8.3,27,13:40
8.3,6,13:41
8.3,4,13:42
8.29,18,13:43
8.29,0,13:44
8.29,0,13:45
8.29,53,13:46
8.3,38,13:47
8.3,1,13:48
8.29,22,13:49
8.29,0,13:50
8.29,43,13:51
8.28,5,13:52
8.28,1,13:53
8.29,9,13:54
8.29,3,13:55
8.29,0,13:56
8.28,1,13:57
8.28,1,13:58
8.28,14,13:59
8.28,12,14:00
8.28,28,14:01
8.28,0,14:02
8.28,0,14:03
8.29,27,14:04
8.29,0,14:05
8.29,0,14:06
8.29,2,14:07
8.28,13,14:08
8.28,28,14:09
8.28,17,14:10
8.28,8,14:11
8.28,16,14:12
8.28,3,14:13
8.28,14,14:14
8.27,1,14:15
8.27,13,14:16
8.27,3,14:17
8.27,2,14:18
8.28,50,14:19
8.29,14,14:20
8.29,0,14:21
8.29,0,14:22
8.29,0,14:23
8.29,18,14:24
8.29,4,14:25
8.29,2,14:26
8.28,7,14:27
8.3,24,14:28
8.3,52,14:29
8.29,49,14:30
8.3,71,14:31
8.3,60,14:32
8.3,19,14:33
8.29,38,14:34
8.29,1,14:35
8.29,4,14:36
8.31,23,14:37
8.3,6,14:38
8.29,25,14:39
8.28,39,14:40
8.3,23,14:41
8.3,7,14:42
8.29,16,14:43
8.28,49,14:44
8.29,2,14:45
8.3,39,14:46
8.3,8,14:47
8.31,72,14:48
8.3,43,14:49
8.3,55,14:50
8.3,39,14:51
8.28,138,14:52
8.31,58,14:53
8.3,25,14:54
8.31,37,14:55
8.3,5,14:56
8.3,8,14:57
8.3,0,14:58
8.3,0,14:59
8.33,320,15:00
